anime,anime_url,anime_img,episodes,votes,weight,rate,rate_1,rate_2,rate_3,rate_4,rate_5,genre_action,genre_adventure,genre_comedy,genre_drama,genre_family,genre_fantasy,genre_food,genre_harem,genre_historical,genre_horror,genre_idols,genre_isekai,genre_jdrama,genre_magical girls,genre_martial arts,genre_mecha,genre_music,genre_mystery,genre_post-apocalyptic,genre_romance,genre_sci-fi,genre_seinen,genre_sgdrama,genre_shojo,genre_shonen,genre_slice of life,genre_sports,genre_supernatural,genre_thriller,MAL_ID,Score,Genre,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
Gabriel DropOut,https://www.crunchyroll.com/gabriel-dropout,https://img1.ak.crunchyroll.com/i/spire3/361c7be62685d032771ebde63c53f2381483178237_full.jpg,12,101,436,4.32,3,5,12,18,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,33731,7.49,"Comedy, Demons, Supernatural, School, Shounen",Gabriel DropOut,ガヴリールドロップアウト,TV,12,"Jan 9, 2017 to Mar 27, 2017",Winter 2017,"Media Factory, AT-X, Sony Music Communications, Kadokawa Media House, NTT Plala",Unknown,Doga Kobo,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1611.0,393,343510,2845,22532,217706,10998,14450,77824,12557.0,22652.0,55211.0,55489.0,21305.0,8645.0,2852.0,1055.0,462.0,400.0
Natsuyuki Rendezvous,https://www.crunchyroll.com/natsuyuki-rendezvous,https://img1.ak.crunchyroll.com/i/spire1/b3cbc66760753a90dba97d5acdac5b6a1341526085_full.jpg,0,101,404,4.0,4,5,21,28,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13585,7.29,"Supernatural, Drama, Romance, Josei",Natsuyuki Rendezvous,夏雪ランデブー,TV,11,"Jul 6, 2012 to Sep 14, 2012",Summer 2012,"Fuji TV, Toho, Sony Music Entertainment",Sentai Filmworks,Doga Kobo,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2363.0,1864,66716,227,3529,34170,2694,2972,23351,1941.0,3738.0,7419.0,8455.0,4312.0,1825.0,765.0,290.0,130.0,91.0
Gatchaman Crowds,https://www.crunchyroll.com/gatchaman-crowds,https://img1.ak.crunchyroll.com/i/spire2/55215a441ad7aa6e1f1d1c95062f25831436469807_full.jpg,13,99,411,4.15,5,7,13,17,57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18229,7.33,"Sci-Fi, Adventure",Gatchaman Crowds,ガッチャマン クラウズ,TV,12,"Jul 13, 2013 to Sep 28, 2013",Summer 2013,"VAP, DAX Production, Nippon Television Network",Sentai Filmworks,Tatsunoko Production,Original,23 min. per ep.,PG-13 - Teens 13 or older,2198.0,911,163259,1237,8864,77447,7371,10255,59322,4111.0,8556.0,16787.0,17646.0,8762.0,4481.0,2023.0,754.0,427.0,322.0
Hand Shakers,https://www.crunchyroll.com/hand-shakers,https://img1.ak.crunchyroll.com/i/spire1/032245ab62bb06c16aa8a789f5e3c0a01483481129_full.jpg,12,98,272,2.78,37,12,10,14,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32981,5.35,Action,Hand Shakers,ハンドシェイカー,TV,12,"Jan 11, 2017 to Mar 29, 2017",Winter 2017,"Frontier Works, Media Factory, Movic, Sony Music Communications, Medicos Entertainment, Kadokawa Media House","Funimation, Crunchyroll",GoHands,Original,23 min. per ep.,PG-13 - Teens 13 or older,10041.0,1564,87242,201,6119,32248,2867,19376,26632,1402.0,1259.0,2597.0,4387.0,5169.0,4541.0,4022.0,3194.0,3287.0,4368.0
Conception,https://www.crunchyroll.com/conception,https://img1.ak.crunchyroll.com/i/spire4/94eac17b8d3ebe2ee6bc350e1ef5d01c1542152655_full.jpg,12,97,225,2.32,51,12,6,8,20,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37823,4.65,"Action, Adventure, Harem, Magic, Romance, Fantasy",Unknown,CONCEPTION（コンセプション）,TV,12,"Oct 10, 2018 to Dec 26, 2018",Fall 2018,Sotsu,Funimation,Gonzo,Game,23 min. per ep.,PG-13 - Teens 13 or older,10871.0,1605,83897,148,8030,30190,2561,19393,23723,1093.0,634.0,1504.0,2913.0,4260.0,4991.0,5301.0,4234.0,3906.0,4685.0
Bloodivores,https://www.crunchyroll.com/bloodivores,https://img1.ak.crunchyroll.com/i/spire4/aec845d8085ccec1cc79b20efc0d58c51475290253_full.jpg,12,94,227,2.41,42,11,13,16,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33985,5.51,"Action, Supernatural, Vampire",Bloodivores,BLOODIVORES,TV,12,"Oct 1, 2016 to Dec 17, 2016",Fall 2016,"Emon, Cloud22",Unknown,"Creators in Pack, Namu Animation",Web manga,24 min. per ep.,R - 17+ (violence & profanity),9667.0,1610,83433,93,7771,39266,3449,14385,18562,1005.0,1125.0,2804.0,5634.0,7192.0,6302.0,4856.0,2739.0,1778.0,1439.0
Tari Tari,https://www.crunchyroll.com/tari-tari,https://img1.ak.crunchyroll.com/i/spire2/52d65473bbb3562fca333ccf4480c6281341524657_full.jpg,0,91,433,4.76,0,0,2,18,71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13333,7.32,"Music, Slice of Life, School",Tari Tari,TARI TARI,TV,13,"Jul 1, 2012 to Sep 23, 2012",Summer 2012,"Bandai Visual, Dentsu, Sotsu, Lantis, Pony Canyon, Showgate, Good Smile Company, Infinite",Sentai Filmworks,P.A. Works,Original,24 min. per ep.,PG-13 - Teens 13 or older,2270.0,1114,133495,534,7098,61813,4761,5590,54233,3424.0,6465.0,13676.0,15409.0,7358.0,3494.0,1190.0,399.0,156.0,144.0
Dog Days,https://www.crunchyroll.com/dog-days,https://img1.ak.crunchyroll.com/i/spire4/40e69e936b635582fcc06d2d7c511f521341873931_full.jpg,26,90,387,4.3,6,4,7,13,60,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10155,6.96,"Action, Adventure, Fantasy, Magic",Unknown,ドッグデイズ,TV,13,"Apr 2, 2011 to Jun 25, 2011",Spring 2011,"Aniplex, Good Smile Company",Unknown,Seven Arcs,Original,24 min. per ep.,PG-13 - Teens 13 or older,3771.0,908,163866,603,7438,99832,5107,10452,41037,4533.0,7285.0,15594.0,21883.0,13441.0,7730.0,3350.0,1475.0,840.0,644.0
Interlude,https://www.crunchyroll.com/interlude,https://img1.ak.crunchyroll.com/i/spire2/23e6ed34dac38f9c26770e0789e648af1302654603_full.jpg,0,87,362,4.16,3,5,11,24,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1085,6.47,"Adventure, Horror, Mystery",Unknown,インタールード,OVA,3,"Mar 25, 2004 to Aug 27, 2004",Unknown,Happinet Pictures,Geneon Entertainment USA,Toei Animation,Visual novel,40 min. per ep.,R - 17+ (violence & profanity),6075.0,4655,11468,19,406,5643,273,269,4877,206.0,345.0,647.0,1093.0,966.0,545.0,314.0,141.0,69.0,42.0
Naked Wolves,https://www.crunchyroll.com/naked-wolves,https://img1.ak.crunchyroll.com/i/spire3/007c61b482558d80d291b0675805b2831273802130_full.jpg,0,85,221,2.6,44,2,9,4,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7247,5.96,"Action, Kids, Sports, Comedy",Unknown,ネイキッドウルブズ,TV,52,"Apr 6, 2009 to Mar 28, 2010",Spring 2009,"Pony Canyon, Kyotoma",Unknown,Kate Arrow,Original,5 min. per ep.,PG - Children,8353.0,11718,593,1,65,173,34,131,190,22.0,4.0,8.0,44.0,30.0,28.0,12.0,13.0,11.0,31.0
Barakamon,https://www.crunchyroll.com/barakamon,https://img1.ak.crunchyroll.com/i/spire4/4a8c46825fb857e6cac650e950c740821404591101_full.jpg,0,84,407,4.85,0,0,1,11,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22789,8.41,"Comedy, Slice of Life",Barakamon,ばらかもん,TV,12,"Jul 6, 2014 to Sep 28, 2014",Summer 2014,"VAP, Nippon Television Network",Funimation,Kinema Citrus,Web manga,22 min. per ep.,PG-13 - Teens 13 or older,145.0,235,503396,10827,24117,325820,14336,8036,131087,46763.0,82531.0,85413.0,37360.0,9698.0,3035.0,713.0,261.0,144.0,448.0
Nobunaga Concerto,https://www.crunchyroll.com/nobunaga-concerto,https://img1.ak.crunchyroll.com/i/spire3/5d15b54851219a0146da0f60259c9a411405544841_full.jpg,10,84,402,4.79,1,1,1,9,72,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24135,7.6,"Comedy, Historical, Romance, Shounen",Unknown,信長協奏曲〈コンツェルト〉,TV,10,"Jul 12, 2014 to Sep 20, 2014",Summer 2014,Pony Canyon,Unknown,Fuji TV,Manga,22 min. per ep.,PG-13 - Teens 13 or older,1258.0,2334,47267,262,2470,22837,1661,2508,17791,1583.0,3326.0,5847.0,4916.0,2092.0,882.0,392.0,167.0,92.0,99.0
Golden Kamuy,https://www.crunchyroll.com/golden-kamuy,https://img1.ak.crunchyroll.com/i/spire2/7943e146610905c512671cf3dfc2a4371539039331_full.jpg,24,82,384,4.68,2,0,3,12,65,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36028,7.83,"Action, Adventure, Historical, Seinen",Golden Kamuy,ゴールデンカムイ,TV,12,"Apr 9, 2018 to Jun 25, 2018",Spring 2018,"Magic Capsule, NBCUniversal Entertainment Japan, Tokyo MX, Good Smile Company, Sammy, Shueisha, JR East Marketing & Communications, Twin Engine",Funimation,Geno Studio,Manga,23 min. per ep.,R - 17+ (violence & profanity),777.0,672,220135,1754,21472,107966,7820,7493,75384,6874.0,16464.0,35936.0,23640.0,6283.0,2276.0,731.0,284.0,126.0,125.0
Servant x Service,https://www.crunchyroll.com/servant-x-service,https://img1.ak.crunchyroll.com/i/spire3/1b7b13d547ab551edd381dd21e52c5c31372367873_full.jpg,13,81,381,4.7,0,1,4,13,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18119,7.68,"Comedy, Seinen, Slice of Life",Servant x Service,サーバント×サービス,TV,13,"Jul 5, 2013 to Sep 27, 2013",Summer 2013,"Aniplex, Half H.P Studio, Asahi Broadcasting",Aniplex of America,A-1 Pictures,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,1070.0,872,170993,618,9241,97307,5253,5592,53600,5452.0,12569.0,27048.0,21910.0,7478.0,2990.0,824.0,257.0,135.0,123.0
Hakata Tonkotsu Ramens,https://www.crunchyroll.com/hakata-tonkotsu-ramens,https://img1.ak.crunchyroll.com/i/spire4/a76da2cd5cf2f8ad5ff7f65bcdf7f9341515720475_full.jpg,12,81,379,4.68,1,0,3,16,61,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35889,7.41,"Action, Mystery",Hakata Tonkotsu Ramens,博多豚骨ラーメンズ,TV,12,"Jan 12, 2018 to Mar 30, 2018",Winter 2018,"Sotsu, AT-X, Warner Bros. Japan, KlockWorx, ASCII Media Works, Tokyo MX, BS11",Funimation,Satelight,Novel,23 min. per ep.,R - 17+ (violence & profanity),1864.0,1219,120346,524,10373,58057,4118,7623,40175,3090.0,6166.0,13907.0,15184.0,6273.0,2757.0,1068.0,387.0,159.0,159.0
Steins;Gate 0,https://www.crunchyroll.com/steinsgate-0,https://img1.ak.crunchyroll.com/i/spire2/26cab01d95a04956bd5a1a2994d231ea1523422286_full.jpg,0,81,375,4.63,3,3,4,1,70,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30484,8.51,"Sci-Fi, Thriller",Steins;Gate 0,シュタインズ・ゲート ゼロ,TV,23,"Apr 12, 2018 to Sep 27, 2018",Spring 2018,"Frontier Works, Media Factory, Kadokawa Shoten, Movic",Funimation,White Fox,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,103.0,185,590847,8947,60432,294077,19978,12481,203879,75008.0,78748.0,60153.0,28459.0,11127.0,4925.0,3211.0,1533.0,811.0,1254.0
AKB0048,https://www.crunchyroll.com/akb0048,https://img1.ak.crunchyroll.com/i/spire4/678a58d26a711c162379022cf8636d071357755177_full.jpg,26,78,365,4.68,2,1,4,6,65,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12149,7.39,"Music, Sci-Fi",AKB0048,AKB0048,TV,13,"Apr 29, 2012 to Jul 22, 2012",Spring 2012,"Starchild Records, Magic Capsule, GANSIS",Sentai Filmworks,Satelight,Original,23 min. per ep.,PG-13 - Teens 13 or older,1940.0,2141,54160,686,2107,31555,1807,3102,15589,2745.0,3665.0,5782.0,6216.0,3367.0,1812.0,868.0,393.0,209.0,193.0
Jingai-san no Yome,https://www.crunchyroll.com/jingai-san-no-yome,https://img1.ak.crunchyroll.com/i/spire4/d1c600997b5989b43618c0e9571a379a1538454455_full.jpg,12,78,268,3.44,12,16,9,8,33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37992,5.66,"Comedy, Romance, Fantasy, Josei",Unknown,人外さんの嫁,TV,12,"Oct 3, 2018 to Dec 18, 2018",Fall 2018,"MAGES., Cloud22",Unknown,Saetta,4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,9250.0,2954,30384,64,2247,15951,653,3777,7756,586.0,469.0,929.0,2087.0,2795.0,2799.0,1567.0,844.0,617.0,569.0
Cardcaptor Sakura,https://www.crunchyroll.com/cardcaptor-sakura,https://img1.ak.crunchyroll.com/i/spire2/a3d51f0142b3376815ddea3b060f5ac41407779079_full.jpg,0,77,367,4.77,1,1,2,7,66,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,232,8.16,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",Cardcaptor Sakura,カードキャプターさくら,TV,70,"Apr 7, 1998 to Mar 21, 2000",Spring 1998,"NHK, Kodansha, Sogo Vision, YTV","Nelvana, NIS America, Inc., Geneon Entertainment USA",Madhouse,Manga,25 min. per ep.,PG - Children,346.0,405,338021,12901,23012,214053,20936,14348,65672,34575.0,38128.0,48217.0,35300.0,13099.0,5113.0,1226.0,454.0,223.0,442.0
Sarazanmai,https://www.crunchyroll.com/sarazanmai,https://img1.ak.crunchyroll.com/i/spire1/6ac75ffc09bdc81c6df78697793026191554851245_full.jpg,11,77,342,4.44,6,2,3,7,59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,37426,7.54,"Action, Supernatural, Fantasy",Sarazanmai,さらざんまい,TV,11,"Apr 12, 2019 to Jun 21, 2019",Spring 2019,"Aniplex, Dentsu, Movic, Fuji TV, Gentosha Comics",Funimation,"MAPPA, Lapin Track",Original,22 min. per ep.,PG-13 - Teens 13 or older,1462.0,1444,96624,1100,8279,39439,3792,8757,36357,3473.0,5769.0,9947.0,8946.0,4143.0,2018.0,1215.0,568.0,385.0,450.0
Outbreak Company,https://www.crunchyroll.com/outbreak-company,https://img1.ak.crunchyroll.com/i/spire3/01050df625fab464da296e330d9f83631380733553_full.jpg,0,77,340,4.42,0,5,6,18,48,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19369,7.3,"Harem, Comedy, Parody, Fantasy",Outbreak Company,アウトブレイク・カンパニー,TV,12,"Oct 4, 2013 to Dec 20, 2013",Fall 2013,"Pony Canyon, TBS, Kodansha, Movic, DAX Production",Sentai Filmworks,feel.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2342.0,503,281505,838,14330,187402,7099,8685,63989,8881.0,16528.0,39605.0,44313.0,20432.0,9307.0,3501.0,1304.0,603.0,443.0
Little Busters!,https://www.crunchyroll.com/little-busters,https://img1.ak.crunchyroll.com/i/spire4/d95dc1eac5edc0d4358c0f7722d813931533944538_full.jpg,0,77,338,4.39,4,4,2,15,52,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13655,7.52,"Slice of Life, Comedy, Supernatural, Drama, School",Little Busters!,リトルバスターズ!,TV,26,"Oct 6, 2012 to Apr 6, 2013",Fall 2012,"Warner Bros. Japan, Showgate",Sentai Filmworks,J.C.Staff,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,1533.0,617,236200,1915,15056,106133,12171,14488,88352,9142.0,13690.0,24546.0,23941.0,10780.0,5661.0,2516.0,1012.0,550.0,412.0
Sakura Trick,https://www.crunchyroll.com/sakura-trick,https://img1.ak.crunchyroll.com/i/spire3/4df77ff8d4886307c82f064a8b7f70901391461812_full.jpg,0,76,340,4.47,1,5,3,15,52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20047,7.02,"Slice of Life, Comedy, Romance, School, Seinen, Shoujo Ai",Sakura Trick,桜Trick,TV,12,"Jan 10, 2014 to Mar 28, 2014",Winter 2014,"Pony Canyon, TBS",Sentai Filmworks,Studio Deen,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,3580.0,705,209543,1464,12284,117706,7985,14143,57425,8255.0,10000.0,19358.0,26699.0,17086.0,9441.0,4452.0,2087.0,1054.0,759.0
Nobunaga the Fool,https://www.crunchyroll.com/nobunaga-the-fool,https://img1.ak.crunchyroll.com/i/spire3/6268b93ff3ec39c376f9af540a8897271391644724_full.jpg,0,75,249,3.32,12,13,10,19,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21177,6.69,"Action, Historical, Mecha, Sci-Fi",Nobunaga the Fool,ノブナガ・ザ・フール,TV,24,"Jan 6, 2014 to Jun 23, 2014",Winter 2014,"TV Tokyo, Sotsu, Lantis, Media Factory",Sentai Filmworks,Satelight,Other,24 min. per ep.,R - 17+ (violence & profanity),4928.0,1557,88201,171,8239,37730,6005,12601,23626,1735.0,2586.0,5686.0,9164.0,6947.0,4458.0,2338.0,978.0,542.0,347.0
Vividred Operation,https://www.crunchyroll.com/vividred-operation,https://img1.ak.crunchyroll.com/i/spire2/a27d91113922450fb9097ad1c8d0724f1357664683_full.jpg,0,72,229,3.18,12,11,19,12,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14283,6.46,"Action, Sci-Fi, Ecchi",Vividred Operation,ビビッドレッド・オペレーション,TV,12,"Jan 11, 2013 to Mar 29, 2013",Winter 2013,"Aniplex, Mainichi Broadcasting System",Aniplex of America,A-1 Pictures,Original,24 min. per ep.,R+ - Mild Nudity,6126.0,2002,60079,107,3178,30037,2241,5616,19007,1076.0,1508.0,3729.0,6614.0,5434.0,3424.0,1831.0,886.0,539.0,329.0
Kemono Friends,https://www.crunchyroll.com/kemono-friends,https://img1.ak.crunchyroll.com/i/spire2/9d2ef3afda769a1ec026fbef8e3961451548270906_full.jpg,24,69,300,4.35,4,4,4,9,48,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33089,7.58,"Adventure, Comedy, Fantasy",Unknown,けものフレンズ,TV,12,"Jan 11, 2017 to Mar 29, 2017",Winter 2017,"TV Tokyo, Victor Entertainment, AT-X, KlockWorx, flying DOG, Bushiroad, Age Global Networks, famima.com, Docomo Anime Store, Just Production","Discotek Media, Crunchyroll",Yaoyorozu,Game,24 min. per ep.,PG - Children,1348.0,1842,67918,1025,4319,31787,2353,4100,25359,3565.0,3915.0,7047.0,6508.0,2998.0,1541.0,828.0,435.0,318.0,380.0
Cerberus,https://www.crunchyroll.com/cerberus,https://img1.ak.crunchyroll.com/i/spire3/0d3a3b9f3a98c68aee053c0bd4bd209b1459791495_full.jpg,13,67,156,2.33,21,26,8,1,11,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34889,5.55,Music,Unknown,ケルベロス,Music,1,"Dec 24, 2016",Unknown,Mirai Records,Unknown,Unknown,Original,4 min.,G - All Ages,9565.0,13116,339,0,7,255,3,19,55,10.0,3.0,7.0,23.0,35.0,51.0,22.0,10.0,9.0,8.0
Bananya,https://www.crunchyroll.com/bananya,https://img1.ak.crunchyroll.com/i/spire1/354ef4bb0e96d5a811bf746ab39e3aaf1569888917_full.jpg,26,66,301,4.56,3,2,2,7,52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32664,6.72,"Slice of Life, Comedy, Kids",Bananya,ばなにゃ,TV,13,"Jul 4, 2016 to Sep 26, 2016",Summer 2016,"TMS Entertainment, DAX Production, TMS Music",Discotek Media,Gathering,Original,3 min. per ep.,G - All Ages,4806.0,2169,53632,304,4317,32147,2219,5074,9875,4480.0,1346.0,2851.0,5840.0,5980.0,4339.0,1362.0,789.0,510.0,413.0
Triage X,https://www.crunchyroll.com/triage-x,https://img1.ak.crunchyroll.com/i/spire3/3fa3b50e7dc9d580b5b6aa5da6bba6541428433138_full.jpg,10,64,207,3.23,11,11,9,18,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26443,6.34,"Action, Adventure, Ecchi, Shounen",Triage X,トリアージX,TV,10,"Apr 9, 2015 to Jun 11, 2015",Spring 2015,"DAX Production, Nippon Columbia",Sentai Filmworks,Xebec,Manga,23 min. per ep.,R+ - Mild Nudity,6697.0,1224,119192,207,8605,65158,3976,9900,31553,2475.0,2999.0,6913.0,12623.0,11131.0,6705.0,3891.0,2122.0,1399.0,850.0
Amagi Brilliant Park,https://www.crunchyroll.com/amagi-brilliant-park,https://img1.ak.crunchyroll.com/i/spire4/c86883b9efc479469371d4fdea72720a1432769696_full.jpg,0,63,288,4.57,0,2,3,15,43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22147,7.52,"Comedy, Drama, Fantasy, Magic",Amagi Brilliant Park,甘城ブリリアントパーク,TV,13,"Oct 7, 2014 to Dec 26, 2014",Fall 2014,"Avex Entertainment, TBS, DAX Production, flying DOG, Mobcast",Sentai Filmworks,Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1500.0,240,496580,2274,19799,350647,11373,13259,101502,16918.0,37851.0,87238.0,83679.0,31735.0,12228.0,3604.0,1196.0,541.0,418.0
Nobunagun,https://www.crunchyroll.com/nobunagun,https://img1.ak.crunchyroll.com/i/spire3/f86f9fd7b31f0374748a7704670266491389044977_full.jpg,13,62,282,4.55,1,1,4,13,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19855,6.71,"Action, Sci-Fi, Super Power",Nobunagun,ノブナガン,TV,13,"Jan 5, 2014 to Mar 30, 2014",Winter 2014,"VAP, Earth Star Entertainment",Funimation,Bridge,Manga,24 min. per ep.,R - 17+ (violence & profanity),4864.0,2017,59431,126,3491,33485,2568,7360,12527,1185.0,2197.0,5161.0,7779.0,5537.0,3385.0,1686.0,728.0,385.0,231.0
