Names,anime_url,anime_img,episodes,votes_x,weight,rate,rate_1,rate_2,rate_3,rate_4,rate_5,genre_action,genre_adventure,genre_comedy,genre_drama,genre_family,genre_fantasy,genre_food,genre_harem,genre_historical,genre_horror,genre_idols,genre_isekai,genre_jdrama,genre_magical girls,genre_martial arts,genre_mecha,genre_music,genre_mystery,genre_post-apocalyptic,genre_romance,genre_sci-fi,genre_seinen,genre_sgdrama,genre_shojo,genre_shonen,genre_slice of life,genre_sports,genre_supernatural,genre_thriller,MAL_ID,Score,Genre,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,mediaType,eps,duration,ongoing,startYr,finishYr,sznOfRelease,description,studios,tags,contentWarn,watched,watching,wantWatch,dropped,rating,votes_y
Ange Vierge,https://www.crunchyroll.com/ange-vierge,https://img1.ak.crunchyroll.com/i/spire1/b28e626c84d3596481486d49ed417a311467834357_full.jpg,12,41,108,2.63,17,6,4,3,11,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32171,6.03,"Adventure, Magic, Fantasy, School",Unknown,アンジュ・ヴィエルジュ,TV,12,"Jul 10, 2016 to Sep 25, 2016",Summer 2016,"Sotsu, Sega, KlockWorx, Grooove",Unknown,SILVER LINK.,Card game,23 min. per ep.,R+ - Mild Nudity,8086.0,2402,44646,76,3517,15714,1715,5410,18290,542.0,531.0,1259.0,2741.0,3227.0,2449.0,1408.0,739.0,491.0,351.0,TV,12.0,,False,2016.0,2016.0,Summer,"One day, out of the blue, the five worlds were linked together. Our blue world, Earth. The black world, ruled by night and magic, Darknes Embrace. The red world, protected by prayer and by the gods: Tera Rubily Aurora. The white world, managed by science and computers: System White Egma. The green world, governed by weapons and armies: Glynnesert. Meanwhile, in each of the worlds, there was an emergence of girls possessing special ""Exceed"" abilities. The girls would come to be known as the Progress. There, the girls would meet. The world is on the verge of doom. Only the Progress can save it.","['SILVER LINK', 'CONNECT']","['Action', 'Ecchi', 'Fantasy', 'Magic', 'Magic School', 'School Life', 'Based on a Card Game']",[],1151.0,311,1788,432,2.163,1030.0
Magic Kaito 1412,https://www.crunchyroll.com/magic-kaito-1412,https://img1.ak.crunchyroll.com/i/spire4/73a02c7ac1cc41bf692edfb397137a101420157943_full.jpg,0,39,181,4.64,1,0,3,4,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25517,7.88,"Adventure, Comedy, Romance, Shounen",Unknown,まじっく快斗1412,TV,24,"Oct 4, 2014 to Mar 28, 2015",Fall 2014,"Aniplex, Yomiuri Telecasting, DAX Production",Unknown,A-1 Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,697.0,1468,94709,907,7346,53666,5306,5100,23291,5293.0,7902.0,14073.0,10306.0,3649.0,1489.0,558.0,193.0,100.0,79.0,TV,24.0,,False,2014.0,2015.0,Fall,"Kaito Kuroba is a seventeen-year-old high school student who is an adept magician due to the influence of his father, Toichi Kuroba who died mysteriously. Eight years after his father's death, Kaito discovers a secret room in his home that was set up by his father to reveal itself on that very day. Finding Kid the Phantom Thief's gadgets and costume in the room, Kaito dons the disguise and decides to confront Kid who has recently resurfaced after his eight years of absence. Kaito discovers Kid to be Konosuke Jii, his father's butler, who ascertains Toichi was the first Kid the Phantom Thief. Jii reveals he took on the role as Kid to lure out Toichi's murderer. Upon learning that his father was murdered, Kaito continues the role of Kid the Phantom Thief as he searches for his father's killer.",['A-1 Pictures'],"['Action', 'Comedy', 'Drama', 'Mystery', 'Shounen', 'Thieves', 'Based on a Manga']",[],3580.0,736,2154,418,4.165,3000.0
Room Mate,https://www.crunchyroll.com/room-mate,https://img1.ak.crunchyroll.com/i/spire4/1404ad50bf681b51f11b7e0f98021d0e1491959166_full.jpg,12,37,94,2.54,13,6,9,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34393,4.76,"Harem, Slice of Life",Room Mate,Room Mate,TV,12,"Apr 12, 2017 to Jun 28, 2017",Spring 2017,Smiral Animation,Unknown,Typhoon Graphics,Original,4 min. per ep.,PG-13 - Teens 13 or older,10802.0,3626,20516,39,1287,9351,526,2709,6643,235.0,147.0,299.0,683.0,1242.0,1689.0,1366.0,970.0,776.0,695.0,TV,12.0,4.0,False,2017.0,2017.0,Spring,A P.O.V. anime where you are the protagonist. You are the new manager for the apartment building where 3 guys live as roommates!,['Typhoon Graphics'],"['Romance', 'Apartment Life', 'POV', 'Roommates', 'Short Episodes', 'Original Work']",[],893.0,176,1157,290,1.539,769.0
Darwin's Game,https://www.crunchyroll.com/darwins-game,https://img1.ak.crunchyroll.com/i/spire2/feb9b93904dba761c285970ce6d6ab111580259326_full.jpg,6,35,170,4.86,0,0,1,3,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38656,7.3,"Action, Sci-Fi, Mystery, Super Power, Shounen",Darwin's Game,ダーウィンズゲーム,TV,11,"Jan 4, 2020 to Mar 21, 2020",Winter 2020,"Aniplex, AT-X, Tokyo MX, Akita Shoten, BS11, Kanetsu Investment, CA-Cygames Anime Fund, Hochi Shimbun, ADK",Aniplex of America,Nexus,Manga,26 min. per ep.,R - 17+ (violence & profanity),2323.0,467,305455,1627,31083,184837,6672,15145,67718,10796.0,19486.0,41964.0,45526.0,21183.0,10014.0,4869.0,2304.0,1110.0,677.0,TV,11.0,,False,2020.0,2020.0,Winter,"An unpredictable battle of superpowers. Kaname Sudo, an ordinary high school student, receives an invitation email to try a mysterious app called ""Darwin's Game."" Kaname, upon launching the app, is drawn into a game where players fight one another using superpowers called Sigils. Without knowing the reason for all this, can Kaname survive furious battles against the powerful players who attack him?",['Nexus'],"['Action', 'Drama', 'Sci Fi', 'Shounen', 'High Stakes Games', 'Play or Die', 'Psychological', 'PVP', 'Superpowers', 'Based on a Manga']",['Violence'],4881.0,2382,4469,355,4.126,4447.0
Amanchu!,https://www.crunchyroll.com/amanchu,https://img1.ak.crunchyroll.com/i/spire3/da61b109ab40bc4dba1716506a3ce68a1467925674_full.jpg,25,35,153,4.37,1,1,4,7,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31771,7.27,"Slice of Life, Comedy, School, Shounen",Unknown,あまんちゅ！,TV,12,"Jul 8, 2016 to Sep 23, 2016",Summer 2016,"Production I.G, Frontier Works, Shochiku, AT-X, flying DOG, Tokyo MX, Mag Garden",Unknown,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2483.0,1659,80435,271,6274,32889,4324,6354,30594,1701.0,3236.0,7627.0,9023.0,4610.0,2191.0,754.0,245.0,133.0,99.0,TV,12.0,,False,2016.0,2016.0,Summer,"It is spring, the season of great changes. Hikari Kohinata is an overwhelmingly cheerful and outgoing 15-year-old girl who has spent all her life in a small and beautiful seaside town on the Izu peninsula. On the first day of high school, she meets Futaba Oki, a slightly introverted girl who has just moved from Tokyo. Before she knows it, Futaba gets dragged along into Hikari's passion for scuba diving. And from there, Futaba gradually starts to come out of her shell, and learns how to take challenges and dive into the ocean of life.",['J.C. Staff'],"['Shounen', 'Slice of Life', 'Countryside', 'Iyashikei', 'Ocean', 'School Club', 'School Life', 'Scuba Diving', 'Based on a Manga']",[],2093.0,393,2180,403,3.751,1912.0
Holy Knight,https://www.crunchyroll.com/holy-knight,https://img1.ak.crunchyroll.com/i/spire2/92a4fcd140cc8352324b5f3c645311b51424289599_full.jpg,0,35,90,2.57,15,6,2,3,9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11005,6.02,"Ecchi, Fantasy, Supernatural, School, Vampire, Seinen",Holy Knight,Holy Knight (ホーリーナイト),OVA,2,"Mar 21, 2012 to May 25, 2012",Unknown,Cammot,Media Blasters,Lilix,Manga,30 min. per ep.,R+ - Mild Nudity,8142.0,2653,36748,48,1726,22544,560,697,11221,788.0,845.0,1749.0,3366.0,3831.0,2582.0,1489.0,749.0,559.0,366.0,OVA,2.0,29.0,False,2012.0,2012.0,,"Shinta Mizumura's seemingly normal life suddenly changes when Lilith Kishimoto, a beautiful half-human, half-vampire girl, transfers to his school and surprises him with an unexpected demand.",['Lyrics'],"['Ecchi', 'Seinen', 'Supernatural', 'Vampires', 'Based on a Manga']",['Nudity'],2780.0,143,1384,108,2.536,2011.0
Nyanko Days,https://www.crunchyroll.com/nyanko-days,https://img1.ak.crunchyroll.com/i/spire1/48e295d4460096cb1b92df033cf4cdaa1483867952_full.jpg,12,34,149,4.38,1,1,4,6,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34148,6.61,"Slice of Life, Comedy",Nyanko Days,にゃんこデイズ,TV,12,"Jan 8, 2017 to Mar 26, 2017",Winter 2017,Quatre Stella,Unknown,EMT Squared,4-koma manga,2 min. per ep.,PG-13 - Teens 13 or older,5329.0,2108,55668,132,3242,34779,1080,2035,14532,2014.0,1549.0,3491.0,7152.0,6571.0,4113.0,1225.0,579.0,310.0,194.0,TV,12.0,2.0,False,2017.0,2017.0,Winter,"Konagai Tomoko is a first-year in high school and a shy girl. Tomoko owns three cats. The cheerful and live Munchkin Maa, the smart and responsible Russian Blue Rou, and the gentle crybaby Singapura Shii. Tomoko, whose only friends were her cats, one day becomes friends with Shiratori Azumi, who also loves cats. This is a fluffy and cute comedy about the daily life of Tomoko and her cats, Tomoko and Azumi's friendship, and the interaction between cats.",['EMT Squared'],"['Comedy', 'Slice of Life', 'Animal Characteristics', 'Cats', 'Non-Human Protagonists', 'Pets', 'Short Episodes', 'Based on a Manga']",[],1936.0,195,923,140,3.085,1476.0
Harukana Receive,https://www.crunchyroll.com/harukana-receive,https://img1.ak.crunchyroll.com/i/spire2/0bb2e9ba6cee0d7597b046035ac15ea61530858781_full.jpg,12,33,146,4.42,0,1,5,6,21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35983,6.7,"Slice of Life, Sports",Harukana Receive,はるかなレシーブ,TV,12,"Jul 6, 2018 to Sep 21, 2018",Summer 2018,Unknown,Funimation,C2C,Manga,23 min. per ep.,PG-13 - Teens 13 or older,4906.0,1652,80796,134,7649,34552,3670,8430,26495,1097.0,1881.0,5034.0,9955.0,7310.0,3878.0,1441.0,570.0,237.0,162.0,TV,12.0,,False,2018.0,2018.0,Summer,"Oozora Haruka is a high school second-year who's just moved to Okinawa. Haruka is generally cheerful and optimistic, but there's one thing she feels insecure about: she's taller than most other girls. Higa Kanata, her cousin of the same age who meets her at the airport, also has one hang-up: she had to quit her beloved beach volleyball in the past because she was too short. Through some twist of fate, these mismatched cousins find themselves paired up as a beach volleyball team. How will this duo play together in a sport where the presence of one's teammate is more important than anything?!",['C2C'],"['Ecchi', 'Seinen', 'Sports', 'School Club', 'Volleyball', 'Based on a Manga']",[],1695.0,416,1452,349,3.366,1545.0
Sparrow's Hotel,https://www.crunchyroll.com/sparrows-hotel,https://img1.ak.crunchyroll.com/i/spire4/11c125c38f606f32e366b7e11be746361364596545_full.jpg,12,33,105,3.18,8,3,4,11,7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17849,5.47,Comedy,Sparrow's Hotel,スパロウズホテル,TV,12,"Apr 9, 2013 to Jun 25, 2013",Spring 2013,"DAX Production, Dream Creation",Unknown,Hotline,4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,9773.0,5114,9019,9,400,5766,213,844,1796,91.0,104.0,317.0,790.0,1056.0,1032.0,562.0,348.0,281.0,163.0,TV,12.0,3.0,False,2013.0,2013.0,Spring,"Sayuri Satou works as a front desk clerk at a typical downtown hotel, but she's no ordinary employee! In addition to her friendly smile and massive chest, Sayuri is also strangely skilled at hand-to-hand combat, making her an excellent bodyguard against the ruffians who loiter outside the establishment.  Alongside fellow co-workers Misono and Tamaki, Sayuri helps run day-to-day activities at the Sparrow's Hotel such as renting out rooms for Golden Week and performing for surprise inspections! ",['Hotline'],"['Comedy', 'Seinen', 'Slice of Life', 'Coworkers', 'Episodic', 'Gag', 'Hotels and Inns', 'Short Episodes', 'Work Life', 'Based on a Manga']",[],911.0,77,286,168,1.935,769.0
Young Black Jack,https://www.crunchyroll.com/young-black-jack,https://img1.ak.crunchyroll.com/i/spire1/2d4b44b152d165887221110745fba3601443819850_full.jpg,12,32,140,4.38,1,1,1,11,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30740,7.24,"Historical, Drama, Seinen",Young Black Jack,ヤング ブラック・ジャック,TV,12,"Oct 2, 2015 to Dec 18, 2015",Fall 2015,"TBS, Grooove, Being",Sentai Filmworks,Tezuka Productions,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2618.0,1801,71112,141,5246,36127,3815,7466,18458,1991.0,3436.0,7807.0,9307.0,4631.0,2284.0,989.0,365.0,160.0,126.0,TV,12.0,,False,2015.0,2015.0,Fall,"The year is 1968, the war in Vietnam is approaching its zenith, and the counterculture movement that's been sweeping the world is engulfing Japan. While others are in the streets protesting, one young medical student becomes embroiled in a different kind of battle.As new medical technologies to save and extend lives come into play, the temptation for a surgeon to play God has never been so powerful. Even as he strives to prove his own skills to his colleagues, Hazama Kuroo begins to suspect that the potentials for abuse inherent in the medical system are already being exploited.To attempt to change the system means risking his own promising career as a surgeon, and to move against the perpetrators will put his own life in danger. However, as a doctor, how can he not act when lives are on the line?",['Tezuka Productions'],"['Drama', 'Seinen', 'Doctors', 'Episodic', 'Medical', 'Based on a Manga']",[],2445.0,542,1819,555,3.675,2210.0
Meiji Tokyo Renka,https://www.crunchyroll.com/meiji-tokyo-renka,https://img1.ak.crunchyroll.com/i/spire4/ef6f1771e7b4e985bd65544121f3c1231546987212_full.jpg,12,32,136,4.25,2,1,2,9,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34209,6.93,"Harem, Historical, Supernatural, Romance, Shoujo",Unknown,明治東亰恋伽,TV,12,"Jan 9, 2019 to Mar 27, 2019",Winter 2019,"BS Fuji, MAGES., Tokyo MX, TV Aichi",Funimation,TMS Entertainment,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,3913.0,2869,31953,196,2799,14780,931,2271,11172,939.0,1062.0,2049.0,3277.0,2332.0,1303.0,569.0,244.0,116.0,95.0,TV,12.0,,False,2019.0,2019.0,Winter,"On the night of a crimson full moon, high school girl Ayazuki Mei enters into a box. When she awakens, she's in Tokyo during the Meiji Period! The lost and confused Mei is taken to the Rokumeikan, a lavish ballroom full of powerful high officials. In this world, during the ""Misty Hour"" between sundown and sunup, ""mononoke"" appear. Those who can see them are called ""Tamayori,"" and Mei herself possesses this power. As she navigates an unfamiliar life, romance begins to bloom between Mei and these men -- and the power of the tamayori will only strengthen their bonds.","['V1 Studio', 'TMS Entertainment']","['Fantasy', 'Reverse Harem', 'Romance', 'Time Travel', 'Based on an Otome Game', 'Based on a Visual Novel']",[],1850.0,543,1895,202,3.69,1416.0
Galilei Donna,https://www.crunchyroll.com/galilei-donna,https://img1.ak.crunchyroll.com/i/spire3/7b6eb5d137311493e569d076ff803c781380754792_full.jpg,11,32,109,3.41,1,6,11,7,7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19367,6.44,"Action, Sci-Fi, Adventure",Galilei Donna:Storia di tre sorelle a caccia di un mistero,ガリレイドンナ,TV,11,"Oct 11, 2013 to Dec 20, 2013",Fall 2013,"Aniplex, Dentsu, Fuji TV, Asahi Production, Kyoraku Industrial Holdings","Discotek Media, Crunchyroll",A-1 Pictures,Original,24 min. per ep.,R - 17+ (violence & profanity),6211.0,2274,49189,49,2473,26025,2320,5510,12861,759.0,1421.0,3429.0,5838.0,4733.0,3144.0,1805.0,790.0,328.0,155.0,TV,11.0,,False,2013.0,2013.0,Fall,"Galilei Donna follows the three Ferrari sisters who are descendents of the astronomer, Galileo Galilei. The year is 2061 and the world is in the grips of another ice age. With a mysterious organization hunting them down and searching for the “Galilei Donna”, the three sisters must work together to fight against the organization and discover their true destinies.",['A-1 Pictures'],"['Adventure', 'Drama', 'Sci Fi', 'noitaminA', 'Original Work']",[],2469.0,296,1347,550,2.928,2206.0
Momo Kyun Sword,https://www.crunchyroll.com/momo-kyun-sword,https://img1.ak.crunchyroll.com/i/spire4/fdaae847bf04501daad0ab5af7f0a50c1404853359_full.jpg,12,32,106,3.31,5,4,6,10,7,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22225,5.59,"Comedy, Ecchi, Fantasy",Momokyun Sword,モモキュンソード,TV,12,"Jul 9, 2014 to Sep 24, 2014",Summer 2014,flying DOG,Sentai Filmworks,"Project No.9, Tri-Slash",Light novel,24 min. per ep.,R+ - Mild Nudity,9442.0,3036,28876,25,2291,9900,1399,4877,10409,291.0,220.0,628.0,1542.0,1965.0,1854.0,1312.0,705.0,524.0,378.0,TV,12.0,,False,2014.0,2014.0,Summer,"Based off the Japanese folktale ""Momotaro"", a girl named Momoko was born inside a giant peach. She was adopted by an old couple and grew up to be a voluptuous teen. Her three friends are animal Gods Inukami (dog), Sarukami (monkey), and Kijigami (pheasant); she has the ability to fuse with any of them to become a powerful magical girl. One day Momoko's village is attacked by the demon king's army who are searching for fragments of a treasure used to protect the land. After defeating the demons Momoko embarks on an journey with her animal friends to search for the ""peach fragments"" before they fall into the wrong hands.","['Tri-Slash', 'Project No. 9']","['Action', 'Ecchi', 'Fantasy', 'Demons', 'Japanese Mythology', 'Magic', 'Based on a Light Novel']",[],1002.0,270,1232,568,1.838,1034.0
Brave Witches,https://www.crunchyroll.com/brave-witches,https://img1.ak.crunchyroll.com/i/spire2/797ea957308ea96dc188d24d11579fe41480964961_full.jpg,12,31,125,4.03,2,1,5,9,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32866,6.82,"Action, Ecchi, Magic, Military, Sci-Fi",Brave Witches,第502統合戦闘航空団 ブレイブウィッチーズ,TV,12,"Oct 6, 2016 to Dec 29, 2016",Fall 2016,"Nippon Columbia, KlockWorx, Glovision, Sony PCL, Kadokawa Media House, Sanyo Bussan, Kadokawa","Funimation, Crunchyroll",SILVER LINK.,Original,23 min. per ep.,R+ - Mild Nudity,4336.0,2303,48188,125,3331,20888,1621,3308,19040,896.0,1103.0,2860.0,5089.0,3376.0,1764.0,800.0,319.0,162.0,155.0,TV,12.0,,False,2016.0,2016.0,Fall,"In September of 1944, thanks to the actions of the Allied Forces, with the 501st Joint Fighter Wing ""Strike Witches"" at their center, the Neuroi nest in the skies above the Republic of Gallia was eliminated, ensuring the security of western Europe. The Allied Forces took advantage of this victory to plan to take their resistance to central and eastern Europe in earnest. At their base in Petersburg in the Empire of Orussia, the 502nd Joint Fighter Wing ""Brave Witches"" prepared to receive orders to deploy... With the hope of mankind at their backs, the courageous Witches of the 502nd take to the cold skies over eastern Europe.",['SILVER LINK'],"['Ecchi', 'Magic', 'Military', 'Original Work']",[],1606.0,249,1689,208,3.395,1249.0
Caligula,https://www.crunchyroll.com/caligula,https://img1.ak.crunchyroll.com/i/spire4/656934f99424fbd310f768a90a742f611529094876_full.jpg,12,31,109,3.52,5,3,6,5,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37733,Unknown,Music,Unknown,CALiGULA,Music,1,"May 27, 2012",Unknown,Unknown,Unknown,Unknown,Music,5 min.,PG-13 - Teens 13 or older,13539.0,15003,193,0,2,124,1,19,47,8.0,Unknown,6.0,5.0,16.0,18.0,14.0,5.0,2.0,9.0,TV,12.0,,False,2018.0,2018.0,Spring,"Destroy ideals (you) and return to reality (hell)..."" A beautiful song echoes throughout the city. A city is overseen by the popular virtual idol group ""μ"", every day was filled with peace and serenity. Ritsu Shikishima is a freshman at Miyabi city Kishimai High School. With good grades and athletic skills, he was spending a fulfilling high school life surrounded by many of his friends. Time has passed and on the first day of his second year, the one who stepped up to the podium as the class representative was someone who was not supposed to be there...",['Satelight'],"['Action', 'Sci Fi', 'Virtual Reality', 'Based on a Video Game']",[],1203.0,459,1466,570,2.384,1238.0
BanG Dream!,https://www.crunchyroll.com/bang-dream,https://img1.ak.crunchyroll.com/i/spire2/64e590d9c0027bdfdec7f2d8b80c264a1485143598_full.jpg,26,30,134,4.47,1,1,1,7,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33573,6.96,Music,Unknown,BanG Dream!（バンドリ！）,TV,13,"Jan 21, 2017 to Apr 22, 2017",Winter 2017,"OLM, HoriPro, Bushiroad, Tokyo MX, Good Smile Company, Overlap, Bushiroad Music",Sentai Filmworks,"Xebec, Issen",Original,24 min. per ep.,PG-13 - Teens 13 or older,3761.0,1976,61367,590,4539,28851,2163,3148,22666,1616.0,2193.0,4636.0,7528.0,4667.0,2340.0,959.0,365.0,193.0,151.0,,13.0,,False,2017.0,2017.0,Winter,"When she was a child, Kasumi Toyama felt a heart-pounding thrill every time she gazed at the stars, and she's been looking without success for something that could inspire the same feeling ever since. One day, she comes across a star-shaped guitar in a rundown pawnshop and, for the first time, discovers the thrill she's been searching for. Kasumi becomes determined to form an all-girl band, and her search leads her to four like-minded souls: Saya, Arisa, Rimi, and Tae (all brought to life by the members of Poppin' Party). Does this band have what it takes to make their dreams of stardom come true?","['XEBEC', 'ISSEN']","['All-Girls School', 'Music', 'School Life', 'Original Work']",[],1181.0,229,1268,155,3.238,975.0
